"token_id" "token" "lemma" "pos" "entity"
"1907" "from" "from" "IN" "No entity"
"1908" "ABCA1" "ABCA1" "NNP" "No entity"
"1909" "," "," "," "No entity"
"1910" "restoring" "restore" "VBG" "No entity"
"1911" "ABCA1" "ABCA1" "NNP" "No entity"
"1912" "activity" "activity" "NN" "No entity"
"1913" "and" "and" "CC" "No entity"
"1914" "allowing" "allow" "VBG" "No entity"
"1915" "apoA" "apoa" "NN" "No entity"
"1916" "-" "-" ":" "No entity"
"1917" "I" "-PRON-" "PRP" "No entity"
"1918" "-" "-" "HYPH" "No entity"
"1919" "dependent" "dependent" "JJ" "No entity"
"1920" "cholesterol" "cholesterol" "NN" "No entity"
"1921" "secretion" "secretion" "NN" "No entity"
"1922" "." "." "." "No entity"
"1923" " " " " "_SP" "No entity"
"1924" "Thus" "thus" "RB" "No entity"
"1925" "," "," "," "No entity"
"1926" "in" "in" "IN" "No entity"
"1927" "rabbits" "rabbit" "NNS" "No entity"
"1928" "," "," "," "No entity"
"1929" "when" "when" "WRB" "No entity"
"1930" "FXR" "FXR" "NNP" "ORG"
"1931" "and" "and" "CC" "No entity"
"1932" "LXRalpha" "LXRalpha" "NNP" "ORG"
"1933" "are" "be" "VBP" "No entity"
"1934" "activated" "activate" "VBN" "No entity"
"1935" "simultaneously" "simultaneously" "RB" "No entity"
"1936" "," "," "," "No entity"
"1937" "the" "the" "DT" "No entity"
"1938" "inhibitory" "inhibitory" "JJ" "No entity"
"1939" "effect" "effect" "NN" "No entity"
"1940" "of" "of" "IN" "No entity"
"1941" "FXR" "FXR" "NNP" "ORG"
"1942" "overrides" "override" "VBZ" "No entity"
"1943" "the" "the" "DT" "No entity"
"1944" "stimulatory" "stimulatory" "JJ" "No entity"
"1945" "effect" "effect" "NN" "No entity"
"1946" "of" "of" "IN" "No entity"
"1947" "LXRalpha" "LXRalpha" "NNP" "ORG"
"1948" "to" "to" "TO" "No entity"
"1949" "suppress" "suppress" "VB" "No entity"
"1950" "CYP7A1" "CYP7A1" "NNP" "No entity"
"1951" "mRNA" "mrna" "JJ" "No entity"
"1952" "expression" "expression" "NN" "No entity"
"1953" "." "." "." "No entity"
"1954" " " " " "_SP" "No entity"
"1955" "The" "the" "DT" "No entity"
"1956" "expression" "expression" "NN" "No entity"
"1957" "of" "of" "IN" "No entity"
"1958" "cholesterol" "cholesterol" "NN" "No entity"
"1959" "7alpha" "7alpha" "CD" "CARDINAL"
"1960" "-" "-" "HYPH" "No entity"
"1961" "hydroxylase" "hydroxylase" "NNP" "No entity"
"1962" "(" "(" "-LRB-" "No entity"
"1963" "CYP7alpha" "CYP7alpha" "NNP" "ORG"
"1964" ")" ")" "-RRB-" "No entity"
"1965" "," "," "," "No entity"
"1966" "the" "the" "DT" "No entity"
"1967" "rate" "rate" "NN" "No entity"
"1968" "-" "-" "HYPH" "No entity"
"1969" "limiting" "limit" "VBG" "No entity"
"1970" "enzyme" "enzyme" "NNS" "No entity"
"1971" "in" "in" "IN" "No entity"
"1972" "the" "the" "DT" "No entity"
"1973" "catabolism" "catabolism" "NN" "No entity"
"1974" "of" "of" "IN" "No entity"
"1975" "cholesterol" "cholesterol" "NN" "No entity"
"1976" "to" "to" "TO" "No entity"
"1977" "bile" "bile" "VB" "No entity"
"1978" "acid" "acid" "NNP" "No entity"
"1979" "," "," "," "No entity"
"1980" "is" "be" "VBZ" "No entity"
"1981" "stimulated" "stimulate" "VBN" "No entity"
"1982" "by" "by" "IN" "No entity"
"1983" "oxysterol" "oxysterol" "JJ" "No entity"
"1984" "receptor" "receptor" "NN" "No entity"
"1985" "," "," "," "No entity"
"1986" "liver" "liver" "NN" "No entity"
"1987" "X" "x" "NN" "No entity"
"1988" "receptor" "receptor" "NN" "No entity"
"1989" "alpha" "alpha" "NN" "No entity"
"1990" "(" "(" "-LRB-" "No entity"
"1991" "LXRalpha" "LXRalpha" "NNP" "ORG"
"1992" ")" ")" "-RRB-" "No entity"
"1993" "and" "and" "CC" "No entity"
"1994" "negatively" "negatively" "RB" "No entity"
"1995" "regulated" "regulate" "VBN" "No entity"
"1996" "by" "by" "IN" "No entity"
"1997" "a" "a" "DT" "No entity"
"1998" "bile" "bile" "NN" "No entity"
"1999" "acid" "acid" "NN" "No entity"
"2000" "receptor" "receptor" "NN" "No entity"
"2001" "," "," "," "No entity"
"2002" "farnesoid" "farnesoid" "VB" "No entity"
"2003" "X" "X" "NNP" "No entity"
"2004" "receptor" "receptor" "NN" "No entity"
"2005" "." "." "." "No entity"
"2006" " " " " "_SP" "No entity"
"2007" "It" "-PRON-" "PRP" "No entity"
"2008" "concluded" "conclude" "VBD" "No entity"
"2009" "that" "that" "IN" "No entity"
"2010" "the" "the" "DT" "No entity"
"2011" "COL" "COL" "NNP" "No entity"
"2012" "showed" "show" "VBD" "No entity"
"2013" "high" "high" "JJ" "No entity"
"2014" "lipid" "lipid" "NN" "No entity"
"2015" "-" "-" "HYPH" "No entity"
"2016" "lowering" "lower" "VBG" "No entity"
"2017" "activities" "activity" "NNS" "No entity"
"2018" "through" "through" "IN" "No entity"
"2019" "indirectly" "indirectly" "RB" "No entity"
"2020" "transactivating" "transactivate" "VBG" "No entity"
"2021" "CYP7A1" "CYP7A1" "NNS" "No entity"
"2022" "by" "by" "IN" "No entity"
"2023" "upregulating" "upregulate" "VBG" "No entity"
"2024" "FTF" "FTF" "NNP" "ORG"
"2025" "and" "and" "CC" "No entity"
"2026" "HNF-4α" "HNF-4α" "NNP" "No entity"
"2027" "," "," "," "No entity"
"2028" "and" "and" "CC" "No entity"
"2029" "directly" "directly" "RB" "No entity"
"2030" "activating" "activate" "VBG" "No entity"
"2031" "CYP7A1" "cyp7a1" "JJ" "No entity"
"2032" "catalytic" "catalytic" "JJ" "No entity"
"2033" "activity" "activity" "NN" "No entity"
"2034" "by" "by" "IN" "No entity"
"2035" "strongly" "strongly" "RB" "No entity"
"2036" "interacting" "interact" "VBG" "No entity"
"2037" "with" "with" "IN" "No entity"
"2038" "receptor" "receptor" "NN" "No entity"
"2039" "and" "and" "CC" "No entity"
"2040" "ligand" "ligand" "NN" "No entity"
"2041" "," "," "," "No entity"
"2042" "therefore" "therefore" "RB" "No entity"
"2043" "promoting" "promote" "VBG" "No entity"
"2044" "cholesterol" "cholesterol" "NN" "No entity"
"2045" "catabolism" "catabolism" "NN" "No entity"
"2046" "and" "and" "CC" "No entity"
"2047" "accelerating" "accelerate" "VBG" "No entity"
"2048" "the" "the" "DT" "No entity"
"2049" "excretion" "excretion" "NN" "No entity"
"2050" "of" "of" "IN" "No entity"
"2051" "bile" "bile" "NNP" "No entity"
"2052" "acids" "acid" "NNS" "No entity"
"2053" "." "." "." "No entity"
"2054" " " " " "_SP" "No entity"
"2055" "The" "the" "DT" "No entity"
"2056" "bile" "bile" "NN" "No entity"
"2057" "acid" "acid" "NN" "No entity"
"2058" "activated" "activate" "VBN" "No entity"
"2059" "transcription" "transcription" "NN" "No entity"
"2060" "factor" "factor" "NN" "No entity"
"2061" "farnesoid" "farnesoid" "NN" "No entity"
"2062" "X" "x" "NN" "No entity"
"2063" "receptor" "receptor" "NN" "No entity"
"2064" "(" "(" "-LRB-" "No entity"
"2065" "FXR" "FXR" "NNP" "ORG"
"2066" ")" ")" "-RRB-" "No entity"
"2067" "regulates" "regulate" "VBZ" "No entity"
"2068" "numerous" "numerous" "JJ" "No entity"
"2069" "metabolic" "metabolic" "JJ" "No entity"
"2070" "processes" "process" "NNS" "No entity"
"2071" "and" "and" "CC" "No entity"
"2072" "is" "be" "VBZ" "No entity"
"2073" "a" "a" "DT" "No entity"
"2074" "rising" "rise" "VBG" "No entity"
"2075" "target" "target" "NN" "No entity"
"2076" "for" "for" "IN" "No entity"
"2077" "the" "the" "DT" "No entity"
"2078" "treatment" "treatment" "NN" "No entity"
"2079" "of" "of" "IN" "No entity"
"2080" "hepatic" "hepatic" "JJ" "No entity"
"2081" "and" "and" "CC" "No entity"
"2082" "metabolic" "metabolic" "JJ" "No entity"
"2083" "disorders" "disorder" "NNS" "No entity"
"2084" "." "." "." "No entity"
"2085" " " " " "_SP" "No entity"
"2086" "FXR" "FXR" "NNP" "ORG"
"2087" "-" "-" "HYPH" "No entity"
"2088" "mediated" "mediate" "VBN" "No entity"
"2089" "transcription" "transcription" "NN" "No entity"
"2090" "became" "become" "VBD" "No entity"
"2091" "activated" "activate" "VBN" "No entity"
"2092" "as" "as" "IN" "No entity"
"2093" "shown" "show" "VBN" "No entity"
"2094" "by" "by" "IN" "No entity"
"2095" "increased" "increase" "VBN" "No entity"
"2096" "SHP" "SHP" "NNP" "ORG"
"2097" "and" "and" "CC" "No entity"
"2098" "BSEP" "BSEP" "NNP" "ORG"
"2099" "mRNA" "mRNA" "NNP" "No entity"
"2100" "levels" "level" "NNS" "No entity"
"2101" "and" "and" "CC" "No entity"
"2102" "decreased" "decrease" "VBD" "No entity"
"2103" "CYP7A1" "cyp7a1" "JJ" "No entity"
"2104" "mRNA" "mrna" "JJ" "No entity"
"2105" "level" "level" "NN" "No entity"
"2106" "and" "and" "CC" "No entity"
"2107" "activity" "activity" "NN" "No entity"
"2108" "but" "but" "CC" "No entity"
"2109" "did" "do" "VBD" "No entity"
"2110" "not" "not" "RB" "No entity"
"2111" "change" "change" "VB" "No entity"
"2112" "FXR" "FXR" "NNP" "ORG"
"2113" "mRNA" "mrna" "NN" "No entity"
"2114" "or" "or" "CC" "No entity"
"2115" "nuclear" "nuclear" "JJ" "No entity"
"2116" "protein" "protein" "NN" "No entity"
"2117" "levels" "level" "NNS" "No entity"
"2118" "." "." "." "No entity"
"2119" " " " " "_SP" "No entity"
"2120" "Mutation" "Mutation" "NNP" "No entity"
"2121" "of" "of" "IN" "No entity"
"2122" "Leu-100" "Leu-100" "NNP" "No entity"
"2123" "," "," "," "No entity"
"2124" "predicted" "predict" "VBD" "No entity"
"2125" "to" "to" "TO" "No entity"
"2126" "contact" "contact" "VB" "No entity"
"2127" "3Cl" "3Cl" "NNP" "No entity"
"2128" "-" "-" "HYPH" "No entity"
"2129" "AHPC" "ahpc" "NN" "No entity"
"2130" "within" "within" "IN" "No entity"
"2131" "theSHP" "theSHP" "NNP" "GPE"
"2132" "ligand" "ligand" "NN" "No entity"
"2133" "binding" "bind" "VBG" "No entity"
"2134" "pocket" "pocket" "NN" "No entity"
"2135" "by" "by" "IN" "No entity"
"2136" "molecular" "molecular" "JJ" "No entity"
"2137" "modeling" "modeling" "NN" "No entity"
"2138" "," "," "," "No entity"
"2139" "severely" "severely" "RB" "No entity"
"2140" "impaired" "impair" "VBD" "No entity"
"2141" "the" "the" "DT" "No entity"
"2142" "increased" "increase" "VBN" "No entity"
"2143" "interaction" "interaction" "NN" "No entity"
"2144" "with" "with" "IN" "No entity"
"2145" "LRH-1" "LRH-1" "NNP" "GPE"
"2146" "," "," "," "No entity"
"2147" "and" "and" "CC" "No entity"
"2148" "repression" "repression" "NN" "No entity"
"2149" "of" "of" "IN" "No entity"
"2150" "LRH-1" "LRH-1" "NNP" "GPE"
"2151" "activity" "activity" "NN" "No entity"
"2152" "mediated" "mediate" "VBN" "No entity"
"2153" "by" "by" "IN" "No entity"
"2154" "3Cl" "3Cl" "NNP" "No entity"
"2155" "-" "-" "HYPH" "No entity"
"2156" "AHPC" "ahpc" "NN" "No entity"
"2157" "." "." "." "No entity"
"2158" "  " "  " "_SP" "No entity"
"2159" "Gel" "Gel" "NNP" "PRODUCT"
"2160" "shift" "shift" "NN" "No entity"
"2161" "and" "and" "CC" "No entity"
"2162" "chromatin" "chromatin" "NN" "No entity"
"2163" "immunoprecipitation" "immunoprecipitation" "NN" "No entity"
"2164" "assays" "assay" "NNS" "No entity"
"2165" "demonstrated" "demonstrate" "VBD" "No entity"
"2166" "that" "that" "IN" "No entity"
"2167" "SHP" "SHP" "NNP" "ORG"
"2168" "with" "with" "IN" "No entity"
"2169" "FTF" "FTF" "NNP" "ORG"
"2170" "diminished" "diminish" "VBD" "No entity"
"2171" "LXRalpha" "LXRalpha" "NNP" "ORG"
"2172" "binding" "bind" "VBG" "No entity"
"2173" "to" "to" "IN" "No entity"
"2174" "the" "the" "DT" "No entity"
"2175" "CYP7A1" "CYP7A1" "NNP" "No entity"
"2176" "promoter" "promoter" "NN" "No entity"
"2177" "." "." "." "No entity"
"2178" " " " " "_SP" "No entity"
"2179" "Elevated" "elevated" "JJ" "No entity"
"2180" "SHP" "SHP" "NNP" "ORG"
"2181" "protein" "protein" "NN" "No entity"
"2182" "then" "then" "RB" "No entity"
"2183" "inactivates" "inactivate" "VBZ" "No entity"
"2184" "LRH-1" "LRH-1" "NNP" "GPE"
"2185" "by" "by" "IN" "No entity"
"2186" "forming" "form" "VBG" "No entity"
"2187" "a" "a" "DT" "No entity"
"2188" "heterodimeric" "heterodimeric" "JJ" "No entity"
"2189" "complex" "complex" "NN" "No entity"
"2190" "that" "that" "WDT" "No entity"
"2191" "leads" "lead" "VBZ" "No entity"
"2192" "to" "to" "IN" "No entity"
"2193" "promoter" "promoter" "NN" "No entity"
"2194" "-" "-" "HYPH" "No entity"
"2195" "specific" "specific" "JJ" "No entity"
"2196" "repression" "repression" "NN" "No entity"
"2197" "of" "of" "IN" "No entity"
"2198" "both" "both" "CC" "No entity"
"2199" "CYP7A1" "CYP7A1" "NNP" "No entity"
"2200" "and" "and" "CC" "No entity"
"2201" "SHP" "SHP" "NNP" "ORG"
"2202" "." "." "." "No entity"
"2203" " " " " "_SP" "No entity"
"2204" "The" "the" "DT" "No entity"
"2205" "crystal" "crystal" "NN" "No entity"
"2206" "structure" "structure" "NN" "No entity"
"2207" "and" "and" "CC" "No entity"
"2208" "modeling" "model" "VBG" "No entity"
"2209" "studies" "study" "NNS" "No entity"
"2210" "of" "of" "IN" "No entity"
"2211" "the" "the" "DT" "No entity"
"2212" "LRH-1" "LRH-1" "NNP" "GPE"
"2213" "ligand" "ligand" "NN" "No entity"
"2214" "-" "-" "HYPH" "No entity"
"2215" "binding" "bind" "VBG" "No entity"
"2216" "domain" "domain" "NN" "No entity"
"2217" "bound" "bind" "VBN" "No entity"
"2218" "to" "to" "IN" "No entity"
"2219" "either" "either" "DT" "No entity"
"2220" "of" "of" "IN" "No entity"
"2221" "the" "the" "DT" "No entity"
"2222" "two" "two" "CD" "CARDINAL"
"2223" "LXXLL" "lxxll" "NN" "No entity"
"2224" "-" "-" "HYPH" "No entity"
"2225" "related" "relate" "VBN" "No entity"
"2226" "motifs" "motif" "NNS" "No entity"
"2227" "of" "of" "IN" "No entity"
"2228" "SHP" "SHP" "NNP" "ORG"
"2229" "show" "show" "VBP" "No entity"
"2230" "that" "that" "IN" "No entity"
"2231" "the" "the" "DT" "No entity"
"2232" "receptor" "receptor" "NN" "No entity"
"2233" "undergoes" "undergo" "VBZ" "No entity"
"2234" "conformational" "conformational" "JJ" "No entity"
"2235" "changes" "change" "NNS" "No entity"
"2236" "to" "to" "TO" "No entity"
"2237" "accommodate" "accommodate" "VB" "No entity"
"2238" "the" "the" "DT" "No entity"
"2239" "SHP" "SHP" "NNP" "ORG"
"2240" "docking" "docking" "NN" "No entity"
"2241" "and" "and" "CC" "No entity"
"2242" "reveal" "reveal" "VB" "No entity"
"2243" "key" "key" "JJ" "No entity"
"2244" "residues" "residue" "NNS" "No entity"
"2245" "that" "that" "WDT" "No entity"
"2246" "determine" "determine" "VBP" "No entity"
"2247" "the" "the" "DT" "No entity"
"2248" "potency" "potency" "NN" "No entity"
"2249" "and" "and" "CC" "No entity"
"2250" "selectivity" "selectivity" "NN" "No entity"
"2251" "of" "of" "IN" "No entity"
"2252" "SHP" "SHP" "NNP" "ORG"
"2253" "binding" "binding" "NN" "No entity"
"2254" "." "." "." "No entity"
"2255" " " " " "_SP" "No entity"
"2256" "Instead" "instead" "RB" "No entity"
"2257" "," "," "," "No entity"
"2258" "SHP" "SHP" "NNP" "ORG"
"2259" "may" "may" "MD" "No entity"
"2260" "either" "either" "CC" "No entity"
"2261" "inhibit" "inhibit" "VB" "No entity"
"2262" "recruitment" "recruitment" "NN" "No entity"
"2263" "of" "of" "IN" "No entity"
"2264" "other" "other" "JJ" "No entity"
"2265" "coactivators" "coactivator" "NNS" "No entity"
"2266" "by" "by" "IN" "No entity"
"2267" "GRIP1" "GRIP1" ":" "No entity"
"2268" "or" "or" "CC" "No entity"
"2269" "actively" "actively" "RB" "No entity"
"2270" "recruit" "recruit" "VB" "No entity"
"2271" "corepressors" "corepressor" "NNS" "No entity"
"2272" "directly" "directly" "RB" "No entity"
"2273" "to" "to" "IN" "No entity"
"2274" "the" "the" "DT" "No entity"
"2275" "CAR" "CAR" "NNP" "ORG"
"2276" "/" "/" "SYM" "No entity"
"2277" "RXR" "RXR" "NNP" "ORG"
"2278" "/" "/" "SYM" "No entity"
"2279" "PBRU" "PBRU" "NNP" "No entity"
"2280" "complex" "complex" "NN" "No entity"
"2281" "." "." "." "No entity"
"2282" " " " " "_SP" "No entity"
"2283" "Additionally" "additionally" "RB" "No entity"
"2284" "," "," "," "No entity"
"2285" "COUP" "COUP" "NNP" "ORG"
"2286" "-" "-" "HYPH" "No entity"
"2287" "TFI" "TFI" "NNP" "No entity"
"2288" "was" "be" "VBD" "No entity"
"2289" "shown" "show" "VBN" "No entity"
"2290" "to" "to" "TO" "No entity"
"2291" "inhibit" "inhibit" "VB" "No entity"
"2292" "HNF4" "HNF4" "NNP" "No entity"
"2293" "stimulation" "stimulation" "NN" "No entity"
"2294" "of" "of" "IN" "No entity"
"2295" "the" "the" "DT" "No entity"
"2296" "CYP2D6" "CYP2D6" "NNP" "No entity"
"2297" "promoter" "promoter" "NN" "No entity"
"2298" "in" "in" "IN" "No entity"
"2299" "COS-7" "cos-7" "NN" "No entity"
"2300" "cells" "cell" "NNS" "No entity"
"2301" "," "," "," "No entity"
"2302" "suggesting" "suggest" "VBG" "No entity"
"2303" "that" "that" "IN" "No entity"
"2304" "COUP" "COUP" "NNP" "ORG"
"2305" "-" "-" "HYPH" "No entity"
"2306" "TFI" "TFI" "NNP" "No entity"
"2307" "could" "could" "MD" "No entity"
"2308" "attenuate" "attenuate" "VB" "No entity"
"2309" "the" "the" "DT" "No entity"
"2310" "effect" "effect" "NN" "No entity"
"2311" "of" "of" "IN" "No entity"
"2312" "HNF4" "HNF4" "NNP" "No entity"
"2313" "in" "in" "IN" "No entity"
"2314" "HepG2" "hepg2" "NN" "GPE"
"2315" "cells" "cell" "NNS" "No entity"
"2316" "." "." "." "No entity"
"2317" " " " " "_SP" "No entity"
"2318" "LXR" "LXR" "NNP" "ORG"
"2319" "agonists" "agonist" "NNS" "No entity"
"2320" "have" "have" "VBP" "No entity"
"2321" "also" "also" "RB" "No entity"
"2322" "depicted" "depict" "VBN" "No entity"
"2323" "to" "to" "TO" "No entity"
"2324" "inhibit" "inhibit" "VB" "No entity"
"2325" "neuroinflammation" "neuroinflammation" "NN" "No entity"
"2326" "through" "through" "IN" "No entity"
"2327" "modulation" "modulation" "NN" "No entity"
"2328" "of" "of" "IN" "No entity"
"2329" "microglial" "microglial" "JJ" "No entity"
"2330" "phagocytosis" "phagocytosis" "NN" "No entity"
"2331" "and" "and" "CC" "No entity"
"2332" "by" "by" "IN" "No entity"
"2333" "repressing" "repress" "VBG" "No entity"
"2334" "the" "the" "DT" "No entity"
"2335" "expression" "expression" "NN" "No entity"
"2336" "of" "of" "IN" "No entity"
"2337" "cox2" "cox2" "NNP" "No entity"
"2338" "," "," "," "No entity"
"2339" "mcp1" "mcp1" "NNP" "No entity"
"2340" "and" "and" "CC" "No entity"
"2341" "iNos" "iNos" "NNP" "No entity"
"2342" "in" "in" "IN" "No entity"
"2343" "glial" "glial" "JJ" "No entity"
"2344" "cells" "cell" "NNS" "No entity"
"2345" "." "." "." "No entity"
"2346" " " " " "_SP" "No entity"
"2347" "Sodium" "Sodium" "NNP" "No entity"
"2348" "palmitate" "palmitate" "NN" "No entity"
"2349" "stimulated" "stimulate" "VBD" "No entity"
"2350" "the" "the" "DT" "No entity"
"2351" "expression" "expression" "NN" "No entity"
"2352" "of" "of" "IN" "No entity"
"2353" "genes" "gene" "NNS" "No entity"
"2354" "encoding" "encoding" "NN" "No entity"
"2355" "mTOR" "mTOR" "NNP" "No entity"
"2356" "," "," "," "No entity"
"2357" "S6K1" "S6K1" "NNP" "GPE"
"2358" "," "," "," "No entity"
"2359" "LXRα" "LXRα" "NNP" "PERSON"
"2360" "," "," "," "No entity"
"2361" "SREBP-1c" "SREBP-1c" "NNP" "No entity"
"2362" "and" "and" "CC" "No entity"
"2363" "SREBP-1c" "SREBP-1c" "NNP" "No entity"
"2364" "target" "target" "NN" "No entity"
"2365" "enzymes" "enzyme" "NNS" "No entity"
"2366" "(" "(" "-LRB-" "No entity"
"2367" "FAS" "FAS" "NNP" "No entity"
"2368" "and" "and" "CC" "No entity"
"2369" "ACC1" "ACC1" "NNP" "No entity"
"2370" ")" ")" "-RRB-" "No entity"
"2371" "in" "in" "IN" "No entity"
"2372" "HepG2" "hepg2" "NN" "GPE"
"2373" "cells" "cell" "NNS" "No entity"
"2374" "." "." "." "No entity"
"2375" " " " " "_SP" "No entity"
"2376" "ACSL5" "ACSL5" "NNP" "No entity"
"2377" "," "," "," "No entity"
"2378" "ELOVL2" "elovl2" "ADD" "No entity"
"2379" ")" ")" "-RRB-" "No entity"
"2380" "and" "and" "CC" "No entity"
"2381" "repress" "repress" "VB" "No entity"
"2382" "the" "the" "DT" "No entity"
"2383" "lipolysis" "lipolysis" "NN" "No entity"
"2384" "signaling" "signal" "VBG" "No entity"
"2385" "(" "(" "-LRB-" "No entity"
"2386" "e." "e." "NNP" "No entity"
"2387" "Taxol" "Taxol" "NNP" "No entity"
"2388" "alone" "alone" "RB" "No entity"
"2389" "induced" "induce" "VBD" "No entity"
"2390" "murine" "murine" "NN" "No entity"
"2391" "C3H" "c3h" "NN" "No entity"
"2392" "/" "/" "SYM" "No entity"
"2393" "He" "-PRON-" "PRP" "No entity"
"2394" "macrophages" "macrophage" "VBZ" "No entity"
"2395" "to" "to" "TO" "No entity"
"2396" "secrete" "secrete" "VB" "No entity"
"2397" "tumor" "tumor" "NN" "No entity"
"2398" "necrosis" "necrosis" "NN" "No entity"
"2399" "factor" "factor" "NN" "No entity"
"2400" "alpha" "alpha" "NN" "No entity"
"2401" "(" "(" "-LRB-" "No entity"
"2402" "TNF" "TNF" "NNP" "ORG"
"2403" ")" ")" "-RRB-" "No entity"
"2404" "and" "and" "CC" "No entity"
"2405" "to" "to" "TO" "No entity"
"2406" "produce" "produce" "VB" "No entity"
"2407" "nitric" "nitric" "NN" "No entity"
"2408" "oxide" "oxide" "NN" "No entity"
"2409" "(" "(" "-LRB-" "No entity"
"2410" "NO" "no" "UH" "No entity"
"2411" ")" ")" "-RRB-" "No entity"
"2412" "with" "with" "IN" "No entity"
"2413" "kinetics" "kinetic" "NNS" "No entity"
"2414" "similar" "similar" "JJ" "No entity"
"2415" "to" "to" "IN" "No entity"
"2416" "that" "that" "DT" "No entity"
"2417" "of" "of" "IN" "No entity"
"2418" "LPS" "LPS" "NNP" "PERSON"
"2419" "." "." "." "No entity"
"2420" " " " " "_SP" "No entity"
"2421" "Potential" "potential" "JJ" "ORG"
"2422" "players" "player" "NNS" "No entity"
"2423" "that" "that" "WDT" "No entity"
"2424" "regulate" "regulate" "VBP" "No entity"
"2425" "BBB" "BBB" "NNP" "ORG"
"2426" "function" "function" "NN" "No entity"
"2427" "are" "be" "VBP" "No entity"
"2428" "the" "the" "DT" "No entity"
"2429" "liver" "liver" "NN" "No entity"
"2430" "X" "x" "NN" "No entity"
"2431" "receptors" "receptor" "NNS" "No entity"
"2432" "(" "(" "-LRB-" "No entity"
"2433" "LXRs" "LXRs" "NNP" "No entity"
"2434" ")" ")" "-RRB-" "No entity"
"2435" "," "," "," "No entity"
"2436" "which" "which" "WDT" "No entity"
"2437" "are" "be" "VBP" "No entity"
"2438" "ligand" "ligand" "NNP" "No entity"
"2439" "activated" "activate" "VBN" "No entity"
"2440" "transcription" "transcription" "NN" "No entity"
"2441" "factors" "factor" "NNS" "No entity"
"2442" "comprising" "comprise" "VBG" "No entity"
"2443" "two" "two" "CD" "CARDINAL"
"2444" "isoforms" "isoform" "NNS" "No entity"
"2445" "," "," "," "No entity"
"2446" "LXRα" "LXRα" "NNS" "PERSON"
"2447" "," "," "," "No entity"
"2448" "and" "and" "CC" "No entity"
"2449" "LXRβ" "LXRβ" "NNS" "No entity"
"2450" "." "." "." "No entity"
"2451" " " " " "_SP" "No entity"
"2452" "Myocyte" "Myocyte" "NNP" "PERSON"
"2453" "cultures" "culture" "NNS" "No entity"
"2454" ":" ":" ":" "No entity"
"2455" "ET1" "ET1" "NNP" "No entity"
"2456" "increased" "increase" "VBD" "No entity"
"2457" "superoxide" "superoxide" "NN" "No entity"
"2458" "/" "/" "SYM" "No entity"
"2459" "H2O2" "H2O2" "NNP" "No entity"
"2460" "," "," "," "No entity"
"2461" "stimulated" "stimulate" "VBD" "No entity"
"2462" "TGFβ" "TGFβ" "NNP" "No entity"
"2463" "expression" "expression" "NN" "No entity"
"2464" "/" "/" "SYM" "No entity"
"2465" "secretion" "secretion" "NN" "No entity"
"2466" "," "," "," "No entity"
"2467" "and" "and" "CC" "No entity"
"2468" "suppressed" "suppress" "VBD" "No entity"
"2469" "miR-29a" "miR-29a" "NNP" "No entity"
"2470" "expression" "expression" "NN" "No entity"
"2471" "in" "in" "IN" "No entity"
"2472" "myocytes" "myocyte" "NNS" "No entity"
"2473" "." "." "." "No entity"
"2474" " " " " "_SP" "No entity"
"2475" "Ciprofibrate" "ciprofibrate" "NN" "PERSON"
"2476" "treatment" "treatment" "NN" "No entity"
"2477" "of" "of" "IN" "No entity"
"2478" "SK" "SK" "NNP" "No entity"
"2479" "-" "-" "HYPH" "No entity"
"2480" "ChA" "ChA" "NNP" "No entity"
"2481" "cholangiocytes" "cholangiocyte" "NNS" "No entity"
"2482" "increased" "increase" "VBD" "No entity"
"2483" "ASBT" "ASBT" "NNP" "GPE"
"2484" "mRNA" "mRNA" "NNP" "No entity"
"2485" "levels" "level" "NNS" "No entity"
"2486" "," "," "," "No entity"
"2487" "suggesting" "suggest" "VBG" "No entity"
"2488" "a" "a" "DT" "No entity"
"2489" "physiologic" "physiologic" "JJ" "No entity"
"2490" "role" "role" "NN" "No entity"
"2491" "for" "for" "IN" "No entity"
"2492" "PPARalpha" "pparalpha" "NN" "NORP"
"2493" "-" "-" "HYPH" "No entity"
"2494" "mediated" "mediate" "VBN" "No entity"
"2495" "ASBT" "ASBT" "NNP" "GPE"
"2496" "gene" "gene" "NN" "No entity"
"2497" "regulation" "regulation" "NN" "No entity"
"2498" "." "." "." "No entity"
"2499" " " " " "_SP" "No entity"
"2500" "Transient" "transient" "JJ" "ORG"
"2501" "transfection" "transfection" "NN" "No entity"
"2502" "experiments" "experiment" "NNS" "No entity"
"2503" "showed" "show" "VBD" "No entity"
"2504" "that" "that" "IN" "No entity"
"2505" "RA" "RA" "NNP" "ORG"
"2506" "increased" "increase" "VBD" "No entity"
"2507" "the" "the" "DT" "No entity"
"2508" "promoter" "promoter" "NN" "No entity"
"2509" "activity" "activity" "NN" "No entity"
"2510" "of" "of" "IN" "No entity"
"2511" "the" "the" "DT" "No entity"
"2512" "HNF1alpha" "HNF1alpha" "NNP" "GPE"
"2513" "and" "and" "CC" "No entity"
"2514" "HNF4alpha" "hnf4alpha" "CD" "GPE"
"2515" "genes" "gene" "NNS" "No entity"
"2516" "in" "in" "IN" "No entity"
"2517" "Hep3B" "Hep3B" "NNS" "NORP"
"2518" "cells" "cell" "NNS" "No entity"
"2519" "." "." "." "No entity"
"2520" " " " " "_SP" "No entity"
